Zeit;Weg;Kraft;Länge;Dehnung;dL_ORG
361,98;3,94;3,06;3,71;36,25;3,94
362,00;3,94;3,06;3,71;36,26;3,94
362,02;3,94;3,06;3,71;36,26;3,94
362,04;3,94;3,05;3,71;36,26;3,94
362,06;3,94;3,05;3,71;36,27;3,94
362,08;3,94;3,06;3,71;36,27;3,94
362,10;3,94;3,06;3,71;36,27;3,94
362,12;3,94;3,06;3,71;36,27;3,94
362,14;3,94;3,06;3,71;36,28;3,94
362,16;3,94;3,06;3,71;36,28;3,94
362,18;3,94;3,06;3,71;36,28;3,94
362,20;3,94;3,06;3,71;36,29;3,94
362,22;3,95;3,05;3,71;36,29;3,95
362,24;3,95;3,05;3,71;36,29;3,95
362,26;3,95;3,05;3,71;36,30;3,95
362,28;3,95;3,05;3,71;36,30;3,95
362,30;3,95;3,05;3,71;36,30;3,95
362,32;3,95;3,05;3,71;36,31;3,95
362,34;3,95;3,05;3,72;36,31;3,95
362,36;3,95;3,05;3,72;36,31;3,95
362,38;3,95;3,05;3,72;36,32;3,95
362,40;3,95;3,05;3,72;36,32;3,95
362,42;3,95;3,05;3,72;36,32;3,95
362,44;3,95;3,05;3,72;36,33;3,95
362,46;3,95;3,05;3,72;36,33;3,95
362,48;3,95;3,05;3,72;36,33;3,95
362,50;3,95;3,05;3,72;36,34;3,95
362,52;3,95;3,05;3,72;36,34;3,95
362,54;3,95;3,05;3,72;36,34;3,95
362,56;3,95;3,05;3,72;36,35;3,95
362,58;3,95;3,05;3,72;36,35;3,95
362,60;3,95;3,05;3,72;36,35;3,95
362,62;3,95;3,05;3,72;36,36;3,95
362,64;3,95;3,05;3,72;36,36;3,95
362,66;3,95;3,05;3,72;36,37;3,95
362,68;3,95;3,05;3,72;36,37;3,95
362,70;3,95;3,05;3,72;36,37;3,95
362,72;3,95;3,05;3,72;36,38;3,95
362,74;3,95;3,05;3,72;36,38;3,95
362,76;3,95;3,05;3,72;36,38;3,95
362,78;3,96;3,05;3,72;36,38;3,96
362,80;3,96;3,05;3,72;36,39;3,96
362,82;3,96;3,05;3,72;36,39;3,96
362,84;3,96;3,05;3,72;36,40;3,96
362,86;3,96;3,05;3,72;36,40;3,96
362,88;3,96;3,05;3,72;36,40;3,96
362,90;3,96;3,05;3,73;36,41;3,96
362,92;3,96;3,05;3,73;36,41;3,96
362,94;3,96;3,05;3,73;36,41;3,96
362,96;3,96;3,05;3,73;36,41;3,96
362,98;3,96;3,04;3,73;36,42;3,96
363,00;3,96;3,04;3,73;36,42;3,96
363,02;3,96;3,04;3,73;36,42;3,96
363,04;3,96;3,04;3,73;36,43;3,96
363,06;3,96;3,05;3,73;36,43;3,96
363,08;3,96;3,05;3,73;36,43;3,96
363,10;3,96;3,05;3,73;36,44;3,96
363,12;3,96;3,05;3,73;36,44;3,96
363,14;3,96;3,05;3,73;36,44;3,96
363,16;3,96;3,04;3,73;36,44;3,96
363,18;3,96;3,04;3,73;36,45;3,96
363,20;3,96;3,04;3,73;36,45;3,96
363,22;3,96;3,04;3,73;36,45;3,96
363,24;3,96;3,04;3,73;36,46;3,96
363,26;3,96;3,04;3,73;36,46;3,96
363,28;3,96;3,05;3,73;36,46;3,96
363,30;3,96;3,04;3,73;36,47;3,96
363,32;3,96;3,04;3,73;36,47;3,96
363,34;3,96;3,04;3,73;36,47;3,96
363,36;3,96;3,04;3,73;36,48;3,96
363,38;3,96;3,04;3,73;36,48;3,96
363,40;3,97;3,04;3,73;36,48;3,97
363,42;3,97;3,04;3,73;36,49;3,97
363,44;3,97;3,04;3,73;36,49;3,97
363,46;3,97;3,04;3,73;36,49;3,97
363,48;3,97;3,04;3,73;36,50;3,97
363,50;3,97;3,04;3,73;36,50;3,97
363,52;3,97;3,04;3,73;36,50;3,97
363,54;3,97;3,04;3,74;36,51;3,97
363,56;3,97;3,04;3,74;36,51;3,97
363,58;3,97;3,03;3,74;36,51;3,97
363,60;3,97;3,04;3,74;36,52;3,97
363,62;3,97;3,04;3,74;36,52;3,97
363,64;3,97;3,04;3,74;36,52;3,97
363,66;3,97;3,04;3,74;36,53;3,97
363,68;3,97;3,04;3,74;36,53;3,97
363,70;3,97;3,04;3,74;36,53;3,97
363,72;3,97;3,04;3,74;36,54;3,97
363,74;3,97;3,03;3,74;36,54;3,97
363,76;3,97;3,04;3,74;36,54;3,97
363,78;3,97;3,04;3,74;36,55;3,97
363,80;3,97;3,04;3,74;36,55;3,97
363,82;3,97;3,04;3,74;36,56;3,97
363,84;3,97;3,04;3,74;36,56;3,97
363,86;3,97;3,04;3,74;36,56;3,97
363,88;3,97;3,04;3,74;36,57;3,97
363,90;3,97;3,04;3,74;36,57;3,97
363,92;3,97;3,04;3,74;36,57;3,97
363,94;3,97;3,04;3,74;36,57;3,97
363,96;3,97;3,04;3,74;36,58;3,97
363,98;3,98;3,04;3,74;36,58;3,98
364,00;3,98;3,04;3,74;36,58;3,98
364,02;3,98;3,04;3,74;36,59;3,98
364,04;3,98;3,04;3,74;36,59;3,98
364,06;3,98;3,04;3,74;36,59;3,98
364,08;3,98;3,04;3,74;36,60;3,98
364,10;3,98;3,04;3,74;36,60;3,98
364,12;3,98;3,04;3,75;36,60;3,98
364,14;3,98;3,04;3,75;36,60;3,98
364,16;3,98;3,04;3,75;36,61;3,98
364,18;3,98;3,03;3,75;36,61;3,98
364,20;3,98;3,03;3,75;36,61;3,98
364,22;3,98;3,03;3,75;36,62;3,98
364,24;3,98;3,03;3,75;36,62;3,98
364,26;3,98;3,03;3,75;36,62;3,98
364,28;3,98;3,03;3,75;36,63;3,98
364,30;3,98;3,03;3,75;36,63;3,98
364,32;3,98;3,03;3,75;36,63;3,98
364,34;3,98;3,03;3,75;36,64;3,98
364,36;3,98;3,03;3,75;36,64;3,98
364,38;3,98;3,03;3,75;36,64;3,98
364,40;3,98;3,03;3,75;36,65;3,98
364,42;3,98;3,03;3,75;36,65;3,98
364,44;3,98;3,03;3,75;36,65;3,98
364,46;3,98;3,03;3,75;36,65;3,98
364,48;3,98;3,03;3,75;36,66;3,98
364,50;3,98;3,03;3,75;36,66;3,98
364,52;3,98;3,03;3,75;36,66;3,98
364,54;3,98;3,03;3,75;36,67;3,98
364,56;3,98;3,03;3,75;36,67;3,98
364,58;3,98;3,04;3,75;36,67;3,98
364,60;3,99;3,03;3,75;36,68;3,99
364,62;3,99;3,03;3,75;36,68;3,99
364,64;3,99;3,03;3,75;36,69;3,99
364,66;3,99;3,03;3,75;36,69;3,99
364,68;3,99;3,02;3,75;36,69;3,99
364,70;3,99;3,03;3,75;36,70;3,99
364,72;3,99;3,03;3,76;36,70;3,99
364,74;3,99;3,03;3,76;36,70;3,99
364,76;3,99;3,03;3,76;36,71;3,99
364,78;3,99;3,03;3,76;36,71;3,99
364,80;3,99;3,03;3,76;36,71;3,99
364,82;3,99;3,03;3,76;36,72;3,99
364,84;3,99;3,03;3,76;36,72;3,99
364,86;3,99;3,03;3,76;36,72;3,99
364,88;3,99;3,03;3,76;36,73;3,99
364,90;3,99;3,03;3,76;36,73;3,99
364,92;3,99;3,03;3,76;36,73;3,99
364,94;3,99;3,03;3,76;36,74;3,99
364,96;3,99;3,03;3,76;36,74;3,99
364,98;3,99;3,03;3,76;36,74;3,99
365,00;3,99;3,03;3,76;36,75;3,99
365,02;3,99;3,03;3,76;36,75;3,99
365,04;3,99;3,02;3,76;36,75;3,99
365,06;3,99;3,03;3,76;36,76;3,99
365,08;3,99;3,03;3,76;36,76;3,99
365,10;3,99;3,03;3,76;36,76;3,99
365,12;3,99;3,03;3,76;36,77;3,99
365,14;3,99;3,03;3,76;36,77;3,99
365,16;3,99;3,02;3,76;36,77;3,99
365,18;3,99;3,02;3,76;36,77;3,99
365,20;4,00;3,02;3,76;36,78;4,00
365,22;4,00;3,02;3,76;36,78;4,00
365,24;4,00;3,02;3,76;36,78;4,00
365,26;4,00;3,02;3,76;36,79;4,00
365,28;4,00;3,02;3,76;36,79;4,00
365,30;4,00;3,02;3,76;36,79;4,00
365,32;4,00;3,02;3,76;36,79;4,00
365,34;4,00;3,02;3,77;36,80;4,00
365,36;4,00;3,01;3,77;36,80;4,00
365,38;4,00;3,01;3,77;36,80;4,00
365,40;4,00;3,01;3,77;36,81;4,00
365,42;4,00;3,02;3,77;36,81;4,00
365,44;4,00;3,02;3,77;36,81;4,00
365,46;4,00;3,02;3,77;36,82;4,00
365,48;4,00;3,02;3,77;36,82;4,00
365,50;4,00;3,02;3,77;36,82;4,00
365,52;4,00;3,02;3,77;36,83;4,00
365,54;4,00;3,02;3,77;36,83;4,00
365,56;4,00;3,02;3,77;36,83;4,00
365,58;4,00;3,02;3,77;36,84;4,00
365,60;4,00;3,02;3,77;36,84;4,00
365,62;4,00;3,02;3,77;36,84;4,00
365,64;4,00;3,02;3,77;36,85;4,00
365,66;4,00;3,02;3,77;36,85;4,00
365,68;4,00;3,02;3,77;36,86;4,00
365,70;4,00;3,02;3,77;36,86;4,00
365,72;4,00;3,02;3,77;36,86;4,00
365,74;4,00;3,02;3,77;36,87;4,00
365,76;4,00;3,02;3,77;36,87;4,00
365,78;4,00;3,02;3,77;36,87;4,00
365,80;4,01;3,02;3,77;36,88;4,01
365,82;4,01;3,02;3,77;36,88;4,01
365,84;4,01;3,02;3,77;36,88;4,01
365,86;4,01;3,02;3,77;36,89;4,01
365,88;4,01;3,02;3,77;36,89;4,01
365,90;4,01;3,02;3,77;36,89;4,01
365,92;4,01;3,02;3,78;36,90;4,01
365,94;4,01;3,02;3,78;36,90;4,01
365,96;4,01;3,02;3,78;36,90;4,01
365,98;4,01;3,01;3,78;36,91;4,01
366,00;4,01;3,02;3,78;36,91;4,01
366,02;4,01;3,02;3,78;36,91;4,01
366,04;4,01;3,02;3,78;36,92;4,01
366,06;4,01;3,02;3,78;36,92;4,01
366,08;4,01;3,02;3,78;36,92;4,01
366,10;4,01;3,01;3,78;36,93;4,01
366,12;4,01;3,01;3,78;36,93;4,01
366,14;4,01;3,01;3,78;36,93;4,01
366,16;4,01;3,01;3,78;36,94;4,01
366,18;4,01;3,01;3,78;36,94;4,01
366,20;4,01;3,02;3,78;36,94;4,01
366,22;4,01;3,02;3,78;36,94;4,01
366,24;4,01;3,02;3,78;36,95;4,01
366,26;4,01;3,02;3,78;36,95;4,01
366,28;4,01;3,02;3,78;36,95;4,01
366,30;4,01;3,01;3,78;36,95;4,01
366,32;4,01;3,01;3,78;36,96;4,01
366,34;4,01;3,01;3,78;36,96;4,01
366,36;4,01;3,01;3,78;36,96;4,01
366,38;4,01;3,01;3,78;36,97;4,01
366,40;4,02;3,01;3,78;36,97;4,02
366,42;4,02;3,01;3,78;36,97;4,02
366,44;4,02;3,02;3,78;36,98;4,02
366,46;4,02;3,01;3,78;36,98;4,02
366,48;4,02;3,01;3,78;36,98;4,02
366,50;4,02;3,01;3,78;36,99;4,02
366,52;4,02;3,01;3,78;36,99;4,02
366,54;4,02;3,01;3,79;36,99;4,02
366,56;4,02;3,01;3,79;37,00;4,02
366,58;4,02;3,01;3,79;37,00;4,02
366,60;4,02;3,01;3,79;37,00;4,02
366,62;4,02;3,01;3,79;37,01;4,02
366,64;4,02;3,01;3,79;37,01;4,02
366,66;4,02;3,01;3,79;37,01;4,02
366,68;4,02;3,01;3,79;37,02;4,02
366,70;4,02;3,01;3,79;37,02;4,02
366,72;4,02;3,01;3,79;37,02;4,02
366,74;4,02;3,01;3,79;37,03;4,02
366,76;4,02;3,01;3,79;37,03;4,02
366,78;4,02;3,01;3,79;37,04;4,02
366,80;4,02;3,01;3,79;37,04;4,02
366,82;4,02;3,01;3,79;37,04;4,02
366,84;4,02;3,01;3,79;37,05;4,02
366,86;4,02;3,01;3,79;37,05;4,02
366,88;4,02;3,01;3,79;37,05;4,02
366,90;4,02;3,01;3,79;37,06;4,02
366,92;4,02;3,01;3,79;37,06;4,02
366,94;4,02;3,01;3,79;37,06;4,02
366,96;4,02;3,01;3,79;37,07;4,02
366,98;4,03;3,01;3,79;37,07;4,03
367,00;4,03;3,01;3,79;37,07;4,03
367,02;4,03;3,01;3,79;37,08;4,03
367,04;4,03;3,01;3,79;37,08;4,03
367,06;4,03;3,01;3,79;37,08;4,03
367,08;4,03;3,01;3,79;37,09;4,03
367,10;4,03;3,01;3,79;37,09;4,03
367,12;4,03;3,01;3,80;37,09;4,03
367,14;4,03;3,01;3,80;37,10;4,03
367,16;4,03;3,01;3,80;37,10;4,03
367,18;4,03;3,01;3,80;37,10;4,03
367,20;4,03;3,00;3,80;37,10;4,03
367,22;4,03;3,00;3,80;37,11;4,03
367,24;4,03;3,00;3,80;37,11;4,03
367,26;4,03;3,00;3,80;37,11;4,03
367,28;4,03;3,00;3,80;37,12;4,03
367,30;4,03;3,00;3,80;37,12;4,03
367,32;4,03;3,00;3,80;37,12;4,03
367,34;4,03;3,00;3,80;37,12;4,03
367,36;4,03;3,00;3,80;37,13;4,03
367,38;4,03;3,00;3,80;37,13;4,03
367,40;4,03;3,00;3,80;37,13;4,03
367,42;4,03;3,00;3,80;37,14;4,03
367,44;4,03;3,00;3,80;37,14;4,03
367,46;4,03;3,00;3,80;37,14;4,03
367,48;4,03;3,00;3,80;37,15;4,03
367,50;4,03;3,00;3,80;37,15;4,03
367,52;4,03;3,00;3,80;37,15;4,03
367,54;4,03;3,00;3,80;37,16;4,03
367,56;4,03;3,00;3,80;37,16;4,03
367,58;4,03;2,99;3,80;37,16;4,03
367,60;4,04;3,00;3,80;37,17;4,04
367,62;4,04;3,00;3,80;37,17;4,04
367,64;4,04;3,00;3,80;37,17;4,04
367,66;4,04;3,00;3,80;37,18;4,04
367,68;4,04;3,00;3,80;37,18;4,04
367,70;4,04;3,00;3,80;37,18;4,04
367,72;4,04;3,00;3,80;37,19;4,04
367,74;4,04;3,00;3,81;37,19;4,04
367,76;4,04;3,00;3,81;37,19;4,04
367,78;4,04;2,99;3,81;37,20;4,04
367,80;4,04;3,00;3,81;37,20;4,04
367,82;4,04;2,99;3,81;37,21;4,04
367,84;4,04;3,00;3,81;37,21;4,04
367,86;4,04;2,99;3,81;37,21;4,04
367,88;4,04;3,00;3,81;37,22;4,04
367,90;4,04;3,00;3,81;37,22;4,04
367,92;4,04;3,00;3,81;37,22;4,04
367,94;4,04;3,00;3,81;37,23;4,04
367,96;4,04;3,00;3,81;37,23;4,04
367,98;4,04;2,99;3,81;37,23;4,04
368,00;4,04;2,99;3,81;37,24;4,04
368,02;4,04;2,99;3,81;37,24;4,04
368,04;4,04;2,99;3,81;37,24;4,04
368,06;4,04;2,99;3,81;37,24;4,04
368,08;4,04;2,99;3,81;37,25;4,04
368,10;4,04;2,99;3,81;37,25;4,04
368,12;4,04;2,99;3,81;37,26;4,04
368,14;4,04;2,99;3,81;37,26;4,04
368,16;4,04;2,99;3,81;37,26;4,04
368,18;4,05;2,99;3,81;37,26;4,05
368,20;4,05;2,99;3,81;37,27;4,05
368,22;4,05;2,99;3,81;37,27;4,05
368,24;4,05;2,99;3,81;37,27;4,05
368,26;4,05;2,99;3,81;37,28;4,05
368,28;4,05;2,99;3,81;37,28;4,05
368,30;4,05;2,99;3,81;37,28;4,05
368,32;4,05;2,99;3,81;37,28;4,05
368,34;4,05;2,99;3,82;37,29;4,05
368,36;4,05;2,99;3,82;37,29;4,05
368,38;4,05;2,98;3,82;37,29;4,05
368,40;4,05;2,99;3,82;37,30;4,05
368,42;4,05;2,99;3,82;37,30;4,05
368,44;4,05;2,99;3,82;37,30;4,05
368,46;4,05;2,99;3,82;37,31;4,05
368,48;4,05;2,99;3,82;37,31;4,05
368,50;4,05;2,99;3,82;37,31;4,05
368,52;4,05;2,99;3,82;37,32;4,05
368,54;4,05;2,99;3,82;37,32;4,05
368,56;4,05;2,99;3,82;37,32;4,05
368,58;4,05;2,99;3,82;37,33;4,05
368,60;4,05;2,99;3,82;37,33;4,05
368,62;4,05;2,99;3,82;37,33;4,05
368,64;4,05;2,99;3,82;37,34;4,05
368,66;4,05;2,99;3,82;37,34;4,05
368,68;4,05;2,99;3,82;37,34;4,05
368,70;4,05;2,98;3,82;37,35;4,05
368,72;4,05;2,98;3,82;37,35;4,05
368,74;4,05;2,98;3,82;37,35;4,05
368,76;4,05;2,98;3,82;37,36;4,05
368,78;4,05;2,98;3,82;37,36;4,05
368,80;4,06;2,98;3,82;37,36;4,06
368,82;4,06;2,98;3,82;37,37;4,06
368,84;4,06;2,98;3,82;37,37;4,06
368,86;4,06;2,98;3,82;37,38;4,06
368,88;4,06;2,98;3,82;37,38;4,06
368,90;4,06;2,98;3,82;37,38;4,06
368,92;4,06;2,98;3,83;37,38;4,06
368,94;4,06;2,98;3,83;37,39;4,06
368,96;4,06;2,98;3,83;37,39;4,06
368,98;4,06;2,98;3,83;37,39;4,06
369,00;4,06;2,99;3,83;37,40;4,06
369,02;4,06;2,98;3,83;37,40;4,06
369,04;4,06;2,98;3,83;37,41;4,06
369,06;4,06;2,98;3,83;37,41;4,06
369,08;4,06;2,98;3,83;37,41;4,06
369,10;4,06;2,98;3,83;37,42;4,06
369,12;4,06;2,98;3,83;37,42;4,06
369,14;4,06;2,98;3,83;37,42;4,06
369,16;4,06;2,98;3,83;37,43;4,06
369,18;4,06;2,98;3,83;37,43;4,06
369,20;4,06;2,98;3,83;37,43;4,06
369,22;4,06;2,98;3,83;37,43;4,06
369,24;4,06;2,98;3,83;37,44;4,06
369,26;4,06;2,98;3,83;37,44;4,06
369,28;4,06;2,97;3,83;37,44;4,06
369,30;4,06;2,98;3,83;37,45;4,06
369,32;4,06;2,98;3,83;37,45;4,06
369,34;4,06;2,98;3,83;37,45;4,06
369,36;4,06;2,97;3,83;37,45;4,06
369,38;4,06;2,97;3,83;37,46;4,06
369,40;4,07;2,97;3,83;37,46;4,07
369,42;4,07;2,97;3,83;37,46;4,07
369,44;4,07;2,97;3,83;37,47;4,07
369,46;4,07;2,97;3,83;37,47;4,07
369,48;4,07;2,97;3,83;37,47;4,07
369,50;4,07;2,97;3,83;37,48;4,07
369,52;4,07;2,97;3,83;37,48;4,07
369,54;4,07;2,97;3,84;37,48;4,07
369,56;4,07;2,98;3,84;37,48;4,07
369,58;4,07;2,97;3,84;37,49;4,07
369,60;4,07;2,97;3,84;37,49;4,07
369,62;4,07;2,97;3,84;37,50;4,07
369,64;4,07;2,97;3,84;37,50;4,07
369,66;4,07;2,97;3,84;37,50;4,07
369,68;4,07;2,97;3,84;37,51;4,07
369,70;4,07;2,97;3,84;37,51;4,07
369,72;4,07;2,97;3,84;37,51;4,07
369,74;4,07;2,97;3,84;37,52;4,07
369,76;4,07;2,97;3,84;37,52;4,07
369,78;4,07;2,97;3,84;37,52;4,07
369,80;4,07;2,97;3,84;37,53;4,07
369,82;4,07;2,97;3,84;37,53;4,07
369,84;4,07;2,97;3,84;37,53;4,07
369,86;4,07;2,97;3,84;37,54;4,07
369,88;4,07;2,97;3,84;37,54;4,07
369,90;4,07;2,97;3,84;37,55;4,07
369,92;4,07;2,97;3,84;37,55;4,07
369,94;4,07;2,97;3,84;37,55;4,07
369,96;4,07;2,97;3,84;37,55;4,07
369,98;4,08;2,96;3,84;37,56;4,08
370,00;4,08;2,97;3,84;37,56;4,08
370,02;4,08;2,97;3,84;37,56;4,08
370,04;4,08;2,97;3,84;37,57;4,08
370,06;4,08;2,96;3,84;37,57;4,08
370,08;4,08;2,97;3,84;37,57;4,08
370,10;4,08;2,96;3,85;37,58;4,08
370,12;4,08;2,96;3,85;37,58;4,08
370,14;4,08;2,96;3,85;37,59;4,08
370,16;4,08;2,96;3,85;37,59;4,08
370,18;4,08;2,96;3,85;37,59;4,08
370,20;4,08;2,97;3,85;37,60;4,08
370,22;4,08;2,96;3,85;37,60;4,08
370,24;4,08;2,97;3,85;37,60;4,08
370,26;4,08;2,96;3,85;37,60;4,08
370,28;4,08;2,96;3,85;37,61;4,08
370,30;4,08;2,96;3,85;37,61;4,08
370,32;4,08;2,96;3,85;37,61;4,08
370,34;4,08;2,96;3,85;37,62;4,08
370,36;4,08;2,96;3,85;37,62;4,08
370,38;4,08;2,96;3,85;37,62;4,08
370,40;4,08;2,96;3,85;37,62;4,08
370,42;4,08;2,96;3,85;37,63;4,08
370,44;4,08;2,96;3,85;37,63;4,08
370,46;4,08;2,96;3,85;37,63;4,08
370,48;4,08;2,96;3,85;37,64;4,08
370,50;4,08;2,96;3,85;37,64;4,08
370,52;4,08;2,96;3,85;37,64;4,08
370,54;4,08;2,96;3,85;37,64;4,08
370,56;4,08;2,96;3,85;37,65;4,08
370,58;4,08;2,96;3,85;37,65;4,08
370,60;4,09;2,96;3,85;37,66;4,09
370,62;4,09;2,96;3,85;37,66;4,09
370,64;4,09;2,96;3,85;37,66;4,09
370,66;4,09;2,95;3,85;37,66;4,09
370,68;4,09;2,95;3,85;37,67;4,09
370,70;4,09;2,96;3,85;37,67;4,09
370,72;4,09;2,96;3,85;37,68;4,09
370,74;4,09;2,96;3,86;37,68;4,09
370,76;4,09;2,96;3,86;37,68;4,09
370,78;4,09;2,96;3,86;37,68;4,09
370,80;4,09;2,95;3,86;37,69;4,09
370,82;4,09;2,95;3,86;37,69;4,09
370,84;4,09;2,96;3,86;37,69;4,09
370,86;4,09;2,95;3,86;37,70;4,09
370,88;4,09;2,95;3,86;37,70;4,09
370,90;4,09;2,95;3,86;37,71;4,09
370,92;4,09;2,95;3,86;37,71;4,09
370,94;4,09;2,95;3,86;37,71;4,09
370,96;4,09;2,95;3,86;37,72;4,09
370,98;4,09;2,95;3,86;37,72;4,09
371,00;4,09;2,95;3,86;37,72;4,09
371,02;4,09;2,95;3,86;37,73;4,09
371,04;4,09;2,95;3,86;37,73;4,09
371,06;4,09;2,95;3,86;37,73;4,09
371,08;4,09;2,95;3,86;37,74;4,09
371,10;4,09;2,95;3,86;37,74;4,09
371,12;4,09;2,95;3,86;37,74;4,09
371,14;4,09;2,95;3,86;37,75;4,09
371,16;4,09;2,95;3,86;37,75;4,09
371,18;4,10;2,95;3,86;37,75;4,10
371,20;4,10;2,95;3,86;37,76;4,10
371,22;4,10;2,95;3,86;37,76;4,10
371,24;4,10;2,95;3,86;37,76;4,10
371,26;4,10;2,95;3,86;37,77;4,10
371,28;4,10;2,95;3,86;37,77;4,10
371,30;4,10;2,95;3,87;37,77;4,10
371,32;4,10;2,95;3,87;37,78;4,10
371,34;4,10;2,95;3,87;37,78;4,10
371,36;4,10;2,95;3,87;37,78;4,10
371,38;4,10;2,95;3,87;37,78;4,10
371,40;4,10;2,95;3,87;37,79;4,10
371,42;4,10;2,95;3,87;37,79;4,10
371,44;4,10;2,95;3,87;37,79;4,10
371,46;4,10;2,95;3,87;37,80;4,10
371,48;4,10;2,95;3,87;37,80;4,10
371,50;4,10;2,94;3,87;37,80;4,10
371,52;4,10;2,94;3,87;37,81;4,10
371,54;4,10;2,94;3,87;37,81;4,10
371,56;4,10;2,94;3,87;37,81;4,10
371,58;4,10;2,94;3,87;37,81;4,10
371,60;4,10;2,94;3,87;37,82;4,10
371,62;4,10;2,94;3,87;37,82;4,10
371,64;4,10;2,94;3,87;37,82;4,10
371,66;4,10;2,95;3,87;37,83;4,10
371,68;4,10;2,94;3,87;37,83;4,10
371,70;4,10;2,94;3,87;37,83;4,10
371,72;4,10;2,94;3,87;37,84;4,10
371,74;4,10;2,94;3,87;37,84;4,10
371,76;4,10;2,94;3,87;37,84;4,10
371,78;4,10;2,94;3,87;37,85;4,10
371,80;4,10;2,94;3,87;37,85;4,10
371,82;4,11;2,94;3,87;37,85;4,11
371,84;4,11;2,94;3,87;37,86;4,11
371,86;4,11;2,94;3,87;37,86;4,11
371,88;4,11;2,94;3,87;37,86;4,11
371,90;4,11;2,94;3,87;37,87;4,11
371,92;4,11;2,94;3,87;37,87;4,11
371,94;4,11;2,94;3,88;37,87;4,11
371,96;4,11;2,94;3,88;37,88;4,11
371,98;4,11;2,94;3,88;37,88;4,11
372,00;4,11;2,94;3,88;37,89;4,11
372,02;4,11;2,94;3,88;37,89;4,11
372,04;4,11;2,94;3,88;37,89;4,11
372,06;4,11;2,94;3,88;37,90;4,11
372,08;4,11;2,94;3,88;37,90;4,11
372,10;4,11;2,94;3,88;37,90;4,11
372,12;4,11;2,94;3,88;37,91;4,11
372,14;4,11;2,93;3,88;37,91;4,11
372,16;4,11;2,93;3,88;37,91;4,11
372,18;4,11;2,94;3,88;37,92;4,11
372,20;4,11;2,94;3,88;37,92;4,11
372,22;4,11;2,94;3,88;37,92;4,11
372,24;4,11;2,94;3,88;37,93;4,11
372,26;4,11;2,93;3,88;37,93;4,11
372,28;4,11;2,93;3,88;37,93;4,11
372,30;4,11;2,93;3,88;37,94;4,11
372,32;4,11;2,93;3,88;37,94;4,11
372,34;4,11;2,93;3,88;37,94;4,11
372,36;4,11;2,93;3,88;37,95;4,11
372,38;4,12;2,93;3,88;37,95;4,12
372,40;4,12;2,93;3,88;37,95;4,12
372,42;4,12;2,93;3,88;37,95;4,12
372,44;4,12;2,93;3,88;37,96;4,12
372,46;4,12;2,93;3,88;37,96;4,12
372,48;4,12;2,93;3,88;37,96;4,12
372,50;4,12;2,93;3,88;37,97;4,12
372,52;4,12;2,93;3,88;37,97;4,12
372,54;4,12;2,93;3,89;37,97;4,12
372,56;4,12;2,93;3,89;37,97;4,12
372,58;4,12;2,93;3,89;37,98;4,12
372,60;4,12;2,93;3,89;37,98;4,12
372,62;4,12;2,93;3,89;37,98;4,12
372,64;4,12;2,93;3,89;37,99;4,12
372,66;4,12;2,93;3,89;37,99;4,12
372,68;4,12;2,93;3,89;37,99;4,12
372,70;4,12;2,92;3,89;38,00;4,12
372,72;4,12;2,92;3,89;38,00;4,12
372,74;4,12;2,92;3,89;38,00;4,12
372,76;4,12;2,92;3,89;38,01;4,12
372,78;4,12;2,92;3,89;38,01;4,12
372,80;4,12;2,92;3,89;38,01;4,12
372,82;4,12;2,92;3,89;38,02;4,12
372,84;4,12;2,92;3,89;38,02;4,12
372,86;4,12;2,92;3,89;38,02;4,12
372,88;4,12;2,92;3,89;38,03;4,12
372,90;4,12;2,92;3,89;38,03;4,12
372,92;4,12;2,92;3,89;38,03;4,12
372,94;4,12;2,92;3,89;38,04;4,12
372,96;4,12;2,92;3,89;38,04;4,12
372,98;4,12;2,92;3,89;38,04;4,12
373,00;4,13;2,92;3,89;38,05;4,13
373,02;4,13;2,92;3,89;38,05;4,13
373,04;4,13;2,92;3,89;38,06;4,13
373,06;4,13;2,92;3,89;38,06;4,13
373,08;4,13;2,92;3,89;38,06;4,13
373,10;4,13;2,92;3,89;38,07;4,13
373,12;4,13;2,92;3,90;38,07;4,13
373,14;4,13;2,92;3,90;38,07;4,13
373,16;4,13;2,92;3,90;38,08;4,13
373,18;4,13;2,92;3,90;38,08;4,13
373,20;4,13;2,92;3,90;38,08;4,13
373,22;4,13;2,92;3,90;38,09;4,13
373,24;4,13;2,92;3,90;38,09;4,13
373,26;4,13;2,92;3,90;38,09;4,13
373,28;4,13;2,92;3,90;38,10;4,13
373,30;4,13;2,92;3,90;38,10;4,13
373,32;4,13;2,92;3,90;38,10;4,13
373,34;4,13;2,92;3,90;38,11;4,13
373,36;4,13;2,92;3,90;38,11;4,13
373,38;4,13;2,92;3,90;38,11;4,13
373,40;4,13;2,92;3,90;38,11;4,13
373,42;4,13;2,92;3,90;38,12;4,13
373,44;4,13;2,92;3,90;38,12;4,13
373,46;4,13;2,92;3,90;38,12;4,13
373,48;4,13;2,92;3,90;38,13;4,13
373,50;4,13;2,92;3,90;38,13;4,13
373,52;4,13;2,92;3,90;38,13;4,13
373,54;4,13;2,92;3,90;38,13;4,13
373,56;4,13;2,91;3,90;38,14;4,13
373,58;4,13;2,91;3,90;38,14;4,13
373,60;4,14;2,91;3,90;38,14;4,14
